area,square_ft,price,bedrooms,pricepersq_ft,status,bathrooms,age_of_property
Koyambedu,1090,7630000,2,7000,unfurnished,2,3
Koyambedu,1113,9460000,3,8500,unfurnished,2,7
Koyambedu,1002,8500000,2,8483,semifurnished,2,2
Koyambedu,951,8559000,2,9000,unfurnished,1,0
Koyambedu,1487,9664000,3,6499,unfurnished,3,0
Koyambedu,1130,7345000,2,6500,unfurnished,2,0
Koyambedu,605,6000000,2,9917,unfurnished,2,8
Koyambedu,1003,9018000,2,8991,unfurnished,2,5
Koyambedu,756,6800000,2,8994,unfurnished,2,16
Koyambedu,1529,13000000,3,8502,semifurnished,3,4
Koyambedu,1025,6661000,2,6499,unfurnished,2,0
Koyambedu,1033,6713000,2,6499,unfurnished,3,0
Koyambedu,1507,9793000,3,6499,unfurnished,3,1
Koyambedu,1088,7070000,2,6499,unfurnished,2,3
Koyambedu,1737,11200000,4,6500,unfurnished,3,1
Koyambedu,1182,7681000,2,6499,unfurnished,3,0
Koyambedu,1285,8351000,2,6499,unfurnished,2,0
Koyambedu,1127,7324000,2,6499,unfurnished,2,3
Koyambedu,4000,14500000,6,3625,unfurnished,5,5
Koyambedu,1529,13700000,3,9000,unfurnished,3,0
Koyambedu,1674,10800000,3,6500,unfurnished,3,0
Koyambedu,1002,9018000,2,9000,unfurnished,2,6
Koyambedu,1178,10600000,2,9000,unfurnished,3,0
Koyambedu,1402,13000000,3,9300,unfurnished,3,0
Koyambedu,1494,9709000,3,6499,unfurnished,3,0
Koyambedu,961,9129000,2,9500,unfurnished,2,0
Koyambedu,1110,7770000,2,7000,unfurnished,3,3
Koyambedu,1217,11000000,3,9038,unfurnished,3,6
Koyambedu,2200,27500000,2,12500,semifurnished,2,1
Koyambedu,1387,9015000,3,6500,unfurnished,2,0
Koyambedu,1525,12900000,3,8500,unfurnished,3,0
Koyambedu,1230,11400000,2,9300,unfurnished,3,2
Koyambedu,599,5391000,2,9000,semifurnished,2,0
Koyambedu,1140,8550000,2,7500,unfurnished,2,0
Koyambedu,1003,9018000,2,8991,unfurnished,2,0
Koyambedu,1230,11000000,2,9000,unfurnished,2,0
Koyambedu,840,9300000,2,11071,semifurnished,2,0
Koyambedu,1402,13000000,3,9300,unfurnished,3,0
Koyambedu,1629,15400000,3,9500,unfurnished,3,0
Koyambedu,1902,18000000,3,9500,unfurnished,3,0
Koyambedu,790,5000000,2,6329,semifurnished,2,1
Tambaramwest,1000,4800000,2,4800,unfurnished,2,1
Tambaramwest,650,1750000,1,2692,unfurnished,1,0
Tambaramwest,844,3966000,2,4700,unfurnished,3,2
Tambaramwest,734,4800000,2,6539,semifurnished,2,5
Tambaramwest,1350,4500000,3,3333,unfurnished,2,6
Tambaramwest,952,5900000,2,6197,semifurnished,2,3
Tambaramwest,600,1850000,1,3083,semifurnished,1,2
Tambaramwest,800,2000000,1,2500,unfurnished,2,5
Tambaramwest,737,3500000,2,4748,semifurnished,2,6
Tambaramwest,940,6700000,2,7172,unfurnished,2,0
Tambaramwest,3435,12500000,5,3639,semifurnished,5,1
Tambaramwest,1238,6900000,3,5573,semifurnished,2,1
Tambaramwest,2000,8600000,4,4300,unfurnished,3,0
Tambaramwest,523,2465000,1,4713,unfurnished,1,3
Tambaramwest,600,2500000,1,4166,unfurnished,1,6
Tambaramwest,760,5330000,2,7013,unfurnished,2,5
Tambaramwest,790,5000000,2,6329,semifurnished,1,9
Tambaramwest,835,4000000,2,4790,semifurnished,2,3
Tambaramwest,1107,4900000,2,4426,semifurnished,2,0
Tambaramwest,900,3000000,2,3333,semifurnished,2,7
Tambaramwest,817,4200000,3,5140,unfurnished,2,2
Tambaramwest,750,3400000,2,4533,semifurnished,2,1
Tambaramwest,876,3799000,2,4337,unfurnished,3,3
Tambaramwest,965,3377000,1,3500,unfurnished,2,4
Tambaramwest,775,6500000,2,8387,semifurnished,2,8
Tambaramwest,1343,8500000,3,6329,semifurnished,3,6
Tambaramwest,840,5460000,2,6500,unfurnished,2,3
Tambaramwest,1741,8000000,3,4595,semifurnished,3,6
Tambaramwest,1205,5663000,3,4699,unfurnished,3,0
Tambaramwest,800,2900000,2,3625,unfurnished,2,16
Tambaramwest,1850,8500000,3,4594,unfurnished,3,4
Tambaramwest,889,4133000,2,4650,unfurnished,2,5
Tambaramwest,948,4490000,2,4736,unfurnished,2,6
Tambaramwest,501,2400000,1,4790,semifurnished,1,6
Tambaramwest,1560,3499000,3,2243,unfurnished,2,1
Tambaramwest,844,3800000,2,4502,unfurnished,2,3
Tambaramwest,750,3800000,2,5066,semifurnished,2,1
Tambaramwest,800,3900000,1,4875,unfurnished,2,3
Tambaramwest,1200,6100000,3,5083,semifurnished,3,2
Tambaramwest,805,6800000,2,8447,semifurnished,2,1
Tambaramwest,1500,8700000,3,5800,furnished,3,0
Tambaramwest,850,2800000,1,3294,semifurnished,2,9
Tambaramwest,913,5700000,2,6243,unfurnished,2,0
Tambaramwest,550,3700000,1,6727,unfurnished,1,0
Tambaramwest,1000,3200000,2,3200,semifurnished,2,1
Tambaramwest,809,4854000,2,6000,semifurnished,2,2
Tambaramwest,3600,15000000,2,4166,unfurnished,3,1
Tambaramwest,989,4700000,2,4752,furnished,2,7
Tambaramwest,920,6759000,2,7346,unfurnished,2,0
Tambaramwest,550,1590000,1,2890,unfurnished,1,0
Tambaramwest,1300,4200000,3,3230,semifurnished,3,3
Tambaramwest,1000,6200000,2,6200,unfurnished,2,3
Tambaramwest,1463,6583000,3,4500,unfurnished,3,0
Tambaramwest,542,2313000,1,4267,unfurnished,1,7
Tambaramwest,1800,7858000,2,4365,unfurnished,2,3
Tambaramwest,805,3800000,2,4720,furnished,1,1
Tambaramwest,1690,7250000,3,4289,semifurnished,3,5
Tambaramwest,1500,4800000,2,3200,semifurnished,2,0
Tambaramwest,850,4500000,2,5294,semifurnished,2,0
Tambaramwest,1743,7500000,3,4302,semifurnished,3,0
Tambaramwest,1200,5126000,3,4272,unfurnished,3,0
Tambaramwest,1231,7386000,3,6000,semifurnished,3,6
Tambaramwest,1100,5700000,3,5181,unfurnished,2,0
Tambaramwest,825,3799000,2,4606,unfurnished,2,4
Tambaramwest,775,3913000,2,5050,unfurnished,2,2
Tambarameast,1308,7194000,2,5500,semifurnished,2,2
Tambarameast,1405,7727000,3,5500,semifurnished,2,0
Tambarameast,1630,7800000,3,4785,semifurnished,3,2
Tambarameast,775,3913000,2,5050,unfurnished,2,3
Tambarameast,1000,6200000,2,6200,unfurnished,2,1
Tambarameast,875,2900000,2,3314,unfurnished,2,15
Tambarameast,1650,9000000,3,5454,unfurnished,3,0
Tambarameast,977,5373000,2,5500,semifurnished,2,3
Tambarameast,1765,8500000,3,4815,unfurnished,3,2
Tambarameast,1450,8000000,3,5517,semifurnished,3,2
Tambarameast,765,4207000,2,5500,semifurnished,2,3
Tambarameast,975,5362000,2,5500,semifurnished,2,3
Tambarameast,1400,8000000,3,5714,unfurnished,3,0
Tambarameast,1110,6105000,2,5500,semifurnished,2,3
Tambarameast,1200,4700000,2,3916,semifurnished,2,2
Tambarameast,1400,7000000,3,5000,semifurnished,3,2
Tambarameast,1652,9086000,3,5500,semifurnished,3,2
Tambarameast,825,5900000,2,7151,unfurnished,3,0
Tambarameast,1900,8500000,3,4473,semifurnished,3,2
Tambarameast,1682,9600000,3,5707,unfurnished,3,0
Tambarameast,1207,9900000,3,8202,unfurnished,3,0
Tambarameast,1275,7012000,2,5500,semifurnished,2,2
Tambarameast,1400,7000000,3,5000,unfurnished,3,2
Tambarameast,1800,9300000,3,5166,unfurnished,3,0
Tambarameast,797,4500000,2,5646,unfurnished,2,2
Tambarameast,1300,7000000,3,5384,unfurnished,3,16
Tambarameast,844,3000000,2,3554,unfurnished,2,2
Tambarameast,2150,11800000,3,5500,semifurnished,4,2
Tambarameast,646,3138000,2,4858,unfurnished,1,0
Chromepet,1430,9442000,3,6603,unfurnished,3,3
Pallavaram,1045,5076000,2,4858,unfurnished,2,0
Chromepet,1345,10500000,3,7806,unfurnished,3,0
Pallavaram,805,4950000,2,6150,unfurnished,1,0
Chromepet,1066,5863000,2,5500,semifurnished,2,5
Chromepet,646,3138000,2,4858,unfurnished,2,0
Chromepet,1261,5998000,3,4757,unfurnished,3,0
Chromepet,862,4800000,2,5568,semifurnished,2,1
Chromepet,1329,6322000,3,4757,unfurnished,3,2
Chromepet,2200,14000000,3,6363,semifurnished,5,7
Chromepet,972,6000000,2,6172,semifurnished,2,4
Chromepet,1100,6000000,2,5454,semifurnished,2,1
Chromepet,1400,15000000,3,10714,unfurnished,3,0
Chromepet,510,1700000,1,3333,unfurnished,1,4
Chromepet,900,6949000,2,7721,unfurnished,2,1
Chromepet,788,3900000,2,4949,semifurnished,2,3
Chromepet,628,1900000,2,3025,unfurnished,2,6
Chromepet,1500,3700000,2,2466,unfurnished,2,0
Chromepet,895,6912000,2,7722,unfurnished,2,1
Chromepet,740,6514000,2,8803,unfurnished,2,0
Chromepet,2422,10500000,3,4335,unfurnished,2,15
Chromepet,770,3300000,2,4285,semifurnished,2,9
Chromepet,1553,8720000,3,5614,semifurnished,3,8
Chromepet,1400,9500000,3,6785,semifurnished,3,6
Chromepet,605,4399000,2,7272,unfurnished,2,2
Chromepet,1045,5076000,2,4858,unfurnished,2,0
Chromepet,981,4765000,2,4858,unfurnished,2,0
Chromepet,1198,5698000,3,4757,unfurnished,3,5
Chromepet,820,3691000,2,4501,unfurnished,2,7
Chromepet,570,3100000,1,5438,semifurnished,1,6
Chromepet,1350,7200000,3,5333,semifurnished,3,2
Chromepet,895,5593000,2,6250,semifurnished,2,1
Chromepet,960,4992000,2,5200,unfurnished,2,3
Chromepet,638,3099000,2,4858,unfurnished,2,0
Chromepet,1306,11500000,3,8805,unfurnished,3,1
Chromepet,597,1900000,2,3182,semifurnished,2,4
Chromepet,1266,5832000,3,4757,unfurnished,2,0
Chromepet,786,4850000,2,6170,semifurnished,2,4
Chromepet,1200,6600000,3,5500,semifurnished,3,5
Chromepet,815,3200000,2,3926,semifurnished,2,1
Chromepet,1021,5700000,2,5582,furnished,2,0
Chromepet,830,4300000,2,5180,semifurnished,2,8
Chromepet,1120,9473000,3,8458,unfurnished,2,0
Chromepet,1100,4600000,2,4181,unfurnished,2,4
Chromepet,787,4375000,2,5559,unfurnished,2,3
Chromepet,1326,10600000,3,8000,unfurnished,3,0
Chromepet,1245,5098000,3,4095,furnished,3,4
Chromepet,1140,6954000,3,6100,unfurnished,2,0
Chromepet,1119,6500000,3,5808,semifurnished,3,0
Chromepet,640,3900000,2,6093,semifurnished,2,0
Chromepet,1500,9600000,3,6400,semifurnished,3,3
Chromepet,1553,8700000,3,5602,furnished,3,6
Chromepet,1237,5884000,3,4757,unfurnished,0,0
Chromepet,1470,6992000,3,4757,unfurnished,3,0
Chromepet,919,4464000,2,4858,unfurnished,2,0
Chromepet,778,4123000,2,5300,unfurnished,2,1
Chromepet,3000,8500000,2,2833,semifurnished,2,19
Chromepet,900,4950000,2,5500,unfurnished,2,0
Chromepet,1285,6682000,3,5200,semifurnished,2,7
Chromepet,1025,6500000,2,6341,semifurnished,2,6
Chromepet,815,4727000,2,5800,unfurnished,2,0
Chromepet,890,3582000,2,4024,semifurnished,2,0
Chromepet,575,3220000,1,5600,unfurnished,1,3
Chromepet,4000,16000000,3,4000,unfurnished,4,1
Chromepet,1650,8300000,3,5030,unfurnished,3,0
Chromepet,1198,4905000,3,4095,furnished,3,7
Chromepet,875,4637000,2,5300,unfurnished,2,1
Chromepet,1045,5076000,2,4858,unfurnished,2,3
Chromepet,704,3660000,2,5198,unfurnished,2,0
Chromepet,638,3099000,2,4858,unfurnished,1,0
Chromepet,780,3900000,2,5000,semifurnished,2,5
Chromepet,6521,85400000,5,13105,unfurnished,5,3
Chromepet,1064,4529000,2,4256,unfurnished,2,0
Avadi,750,3800000,2,5067,unfurnished,1,0
Avadi,553,1740000,1,3264,semifurnished,1,0
Avadi,654,2700000,2,4128,unfurnished,2,4
Avadi,3000,3300000,3,1100,unfurnished,3,6
Avadi,702,3200000,2,4558,semifurnished,3,8
Avadi,885,3363000,2,3800,unfurnished,2,0
Avadi,1276,6807000,3,5335,semifurnished,2,1
Avadi,453,2264000,2,5008,unfurnished,2,0
Avadi,841,3195000,2,3800,unfurnished,2,10
Avadi,750,3000000,1,4000,unfurnished,1,0
Avadi,1117,3300000,3,2954,unfurnished,3,3
Avadi,810,3500000,2,4320,unfurnished,2,0
Avadi,1083,4750000,3,4385,unfurnished,2,4
Avadi,533,1950000,1,3658,unfurnished,1,3
Avadi,621,3200000,2,5152,semifurnished,2,8
Avadi,1195,6394000,3,5351,semifurnished,2,1
Avadi,1141,4750000,1,4163,unfurnished,1,2
Avadi,645,2725000,2,4224,furnished,2,6
Avadi,935,3399000,2,3636,unfurnished,2,0
Avadi,677,2460000,1,3618,unfurnished,1,0
Avadi,1245,4526000,3,3636,unfurnished,3,1
Avadi,500,2700000,2,5400,semifurnished,2,0
Avadi,1200,6000000,3,5000,unfurnished,3,2
Avadi,480,2200000,1,4583,unfurnished,1,5
Avadi,775,3400000,3,4387,semifurnished,3,0
Avadi,615,2700000,1,4390,semifurnished,1,2
Avadi,1066,3900000,2,3658,unfurnished,2,6
Avadi,650,3500000,2,5384,unfurnished,2,4
Avadi,2000,7000000,1,3500,unfurnished,1,2
Avadi,800,4000000,2,5000,unfurnished,2,0
Avadi,500,2000000,1,4000,semifurnished,1,0
Avadi,813,3289000,2,4046,unfurnished,2,9
Avadi,589,2238000,1,3800,unfurnished,1,12
Avadi,917,3600000,2,3925,semifurnished,2,11
Avadi,840,3200000,2,3809,semifurnished,2,0
Avadi,625,3200000,2,5120,semifurnished,2,6
Avadi,754,2500000,2,3315,unfurnished,1,3
Avadi,1447,5786000,3,3999,unfurnished,2,2
Avadi,1603,6410000,3,3999,unfurnished,3,2
Avadi,800,4400000,2,5500,unfurnished,2,1
Avadi,453,2264000,2,5008,unfurnished,1,0
Avadi,348,1900000,1,5459,unfurnished,1,0
Avadi,450,2310000,1,5133,unfurnished,1,0
Avadi,705,3150000,2,3800,unfurnished,2,0
Avadi,901,3423000,2,4468,unfurnished,2,0
Avadi,1043,3753000,2,3598,unfurnished,2,3
Avadi,452,2399000,2,5307,unfurnished,2,14
Avadi,1081,4300000,2,3977,unfurnished,3,2
Avadi,1567,6266000,3,3998,unfurnished,3,2
Avadi,348,1833000,1,5267,unfurnished,1,0
Avadi,1555,4100000,3,2636,unfurnished,3,0
Avadi,593,3500000,1,5902,semifurnished,1,6
Avadi,533,1742000,1,3268,unfurnished,1,0
Avadi,1689,6080000,3,3600,unfurnished,3,0
Avadi,550,1756000,1,3192,unfurnished,1,16
Avadi,730,3055000,2,4184,unfurnished,2,0
Avadi,1050,8000000,2,7619,unfurnished,2,4
Avadi,905,4800000,2,5303,unfurnished,2,9
Avadi,1043,3753000,2,3598,unfurnished,2,0
Avadi,920,4000000,2,4347,furnished,2,1
Avadi,739,2900000,2,3924,semifurnished,2,17
Avadi,677,2675000,1,3951,unfurnished,2,9
Avadi,1299,4915000,3,3783,unfurnished,2,2
Avadi,1647,6586000,3,3999,unfurnished,3,2
Avadi,953,3380000,2,3546,unfurnished,2,0
Avadi,1032,4566000,2,4424,unfurnished,3,1
Avadi,710,3245000,2,4570,unfurnished,2,0
Avadi,1107,4400000,2,3974,semifurnished,2,0
Avadi,1057,4226000,2,3999,unfurnished,2,7
Avadi,1131,4653000,2,4114,unfurnished,2,0
Avadi,658,2500000,2,3799,semifurnished,2,3
Avadi,1050,8000000,2,7619,unfurnished,2,1
Avadi,917,3600000,2,3925,semifurnished,2,10
Avadi,840,3530000,2,4202,unfurnished,2,0
Avadi,706,3283000,2,4623,unfurnished,2,0
Avadi,910,4057000,2,4458,unfurnished,2,0
Avadi,790,3850000,2,4873,semifurnished,2,11
Avadi,348,1739000,1,4999,unfurnished,1,0
Avadi,348,1900000,1,5459,unfurnished,1,0
Avadi,645,2724000,2,4223,unfurnished,1,3
Avadi,1200,5500000,2,4583,semifurnished,2,0
Avadi,1210,7400000,3,6115,semifurnished,3,0
Avadi,350,1600000,1,3478,furnished,1,0
Chengalpattu,1400,6720000,3,4800,unfurnished,3,2
Chengalpattu,1800,17300000,3,9611,semifurnished,3,1
Chengalpattu,800,1840000,2,2300,unfurnished,2,0
Chengalpattu,635,2090000,2,3292,semifurnished,2,0
Chengalpattu,1500,4230000,2,2820,unfurnished,2,0
Chengalpattu,750,2800000,2,3733,unfurnished,2,2
Chengalpattu,1100,5500000,3,5000,semifurnished,2,13
Chengalpattu,700,1900000,1,2714,unfurnished,1,0
Chengalpattu,900,2800000,2,3111,unfurnished,1,0
Chengalpattu,1200,3280000,3,2733,unfurnished,3,1
Chengalpattu,460,1550000,1,3369,semifurnished,1,0
Chengalpattu,1285,7196000,2,5600,unfurnished,3,4
Chengalpattu,400,1440000,1,3600,unfurnished,1,0
Chengalpattu,1000,3960000,3,3960,unfurnished,2,2
Chengalpattu,850,2275000,2,2676,unfurnished,2,0
Chengalpattu,450,1500000,1,3333,furnished,1,0
Chengalpattu,1000,2767000,2,2767,unfurnished,2,5
Chengalpattu,1045,2600000,3,2488,semifurnished,3,12
Chengalpattu,490,1570000,1,3204,unfurnished,1,0
Chengalpattu,600,1500000,1,2500,furnished,1,8
Chengalpattu,1200,2546000,2,2121,unfurnished,2,2
Chengalpattu,650,2350000,2,3615,unfurnished,1,0
Chengalpattu,600,1399000,1,2331,unfurnished,1,0
Chengalpattu,800,2200000,1,2750,unfurnished,1,0
Chengalpattu,500,1740000,1,3480,unfurnished,1,13
Chengalpattu,1000,2400000,3,2400,unfurnished,2,0
Chengalpattu,825,3000000,1,3636,semifurnished,1,4
Chengalpattu,1295,7252000,2,5600,unfurnished,2,19
Chengalpattu,800,2500000,2,3125,unfurnished,2,1
Chengalpattu,1079,4639000,2,4300,unfurnished,2,0
Chengalpattu,1000,4000000,2,4000,unfurnished,2,0
Chengalpattu,430,1700000,1,3953,semifurnished,1,8
Chengalpattu,1300,7280000,3,5600,unfurnished,2,0
Chengalpattu,700,2699000,2,3857,unfurnished,2,0
Chengalpattu,1255,8220000,2,6549,unfurnished,3,2
ECR,2583,12100000,4,4700,unfurnished,2,1
ECR,1286,6172000,2,4800,unfurnished,2,3
ECR,5100,54000000,5,10588,semifurnished,5,1
ECR,990,8200000,2,8282,semifurnished,2,1
Thiruvanmiyur,1600,10000000,3,6250,unfurnished,3,1
ECR,1072,13800000,2,12903,unfurnished,2,0
ECR,940,4999000,2,5319,semifurnished,2,1
Thiruvanmiyur,2352,24000000,3,10204,semifurnished,3,1
ECR,900,8500000,2,9444,unfurnished,2,1
Thiruvanmiyur,1566,19500000,3,12452,unfurnished,3,1
Thiruvanmiyur,1531,18300000,2,12000,unfurnished,2,3
Thiruvanmiyur,2635,12300000,4,4699,unfurnished,4,0
ECR,3260,53700000,3,16500,unfurnished,4,0
Adyar,1793,17500000,3,9790,semifurnished,3,0
Adyar,1938,24200000,3,12500,unfurnished,3,0
Thiruvanmiyur,411,2941000,1,7155,unfurnished,1,8
Thiruvanmiyur,1786,19000000,4,10638,semifurnished,3,3
Thiruvanmiyur,833,8144000,2,9777,unfurnished,1,0
Thiruvanmiyur,1231,12500000,2,10154,unfurnished,2,18
Thiruvanmiyur,866,5700000,2,6581,unfurnished,2,3
Thiruvanmiyur,1210,15500000,2,12809,semifurnished,2,4
Thiruvanmiyur,1550,22000000,3,14193,unfurnished,3,7
Thiruvanmiyur,830,1800000,1,2168,unfurnished,1,21
Thiruvanmiyur,1938,24200000,3,12500,unfurnished,3,4
Thiruvanmiyur,1790,16500000,3,9217,unfurnished,3,2
Thiruvanmiyur,1927,40000000,3,20757,semifurnished,3,16
Thiruvanmiyur,2400,22500000,3,9375,semifurnished,3,5
Thiruvanmiyur,1340,16700000,2,12462,semifurnished,2,19
Thiruvanmiyur,1695,25000000,3,14749,semifurnished,3,0
Thiruvanmiyur,990,8200000,2,8282,semifurnished,2,5
Thiruvanmiyur,1437,11000000,3,7654,unfurnished,3,2
Thiruvanmiyur,1080,10000000,2,9259,semifurnished,2,4
Thiruvanmiyur,800,7500000,2,9375,semifurnished,2,6
Thiruvanmiyur,2105,30000000,3,14251,furnished,3,8
Thiruvanmiyur,937,9000000,2,9605,semifurnished,2,0
Thiruvanmiyur,1239,11500000,3,9281,unfurnished,3,2
Thiruvanmiyur,1695,25000000,3,14749,unfurnished,3,0
Thiruvanmiyur,1832,22000000,3,12500,unfurnished,3,4
Thiruvanmiyur,510,4200000,1,8235,unfurnished,1,14
Thiruvanmiyur,1430,17800000,3,12500,unfurnished,2,4
Thiruvanmiyur,1200,12000000,3,10000,semifurnished,2,6
Thiruvanmiyur,1379,16500000,3,11965,semifurnished,3,2
Thiruvanmiyur,1531,19100000,3,12500,unfurnished,2,3
Thiruvanmiyur,1656,27500000,3,16606,unfurnished,3,2
Thiruvanmiyur,820,6800000,2,8292,unfurnished,2,1
Thiruvanmiyur,1970,23600000,3,12000,unfurnished,3,4
Thiruvanmiyur,1950,29200000,3,15000,unfurnished,3,12
Thiruvanmiyur,900,8500000,2,9444,unfurnished,2,5
Thiruvanmiyur,1831,22800000,3,12500,unfurnished,3,3
Thiruvanmiyur,1160,12500000,2,10775,semifurnished,2,6
Thiruvanmiyur,938,9000000,2,9594,semifurnished,2,0
Thiruvanmiyur,612,4000000,2,6535,semifurnished,1,6
Thiruvanmiyur,1232,13000000,2,10551,unfurnished,2,2
Thiruvanmiyur,860,8600000,2,10000,unfurnished,2,0
Thiruvanmiyur,1585,17500000,3,11041,unfurnished,3,9
Thiruvanmiyur,2004,29100000,3,14520,unfurnished,3,4
Thiruvanmiyur,1160,12500000,2,10775,semifurnished,2,1
Thiruvanmiyur,488,4465000,1,9149,unfurnished,1,19
Thiruvanmiyur,752,6000000,2,7978,semifurnished,2,4
Thiruvanmiyur,940,4999000,2,5319,semifurnished,2,9
Thiruvanmiyur,1832,21900000,3,12000,unfurnished,3,2
Thiruvanmiyur,1786,19000000,4,10638,semifurnished,3,1
Thiruvanmiyur,1975,26700000,3,13518,unfurnished,3,0
Thiruvanmiyur,1548,26300000,3,17054,unfurnished,4,0
Adyar,938,16600000,2,17750,unfurnished,1,4
Adyar,1600,29000000,3,18215,unfurnished,3,0
Adyar,3000,45000000,4,15000,semifurnished,4,1
Adyar,715,14900000,2,20839,semifurnished,2,0
Adyar,2000,23000000,3,11500,unfurnished,3,12
Adyar,1050,7500000,2,7142,semifurnished,2,6
Adyar,1550,30000000,3,19354,semifurnished,3,5
Adyar,689,12400000,2,18142,unfurnished,1,0
Adyar,1804,20000000,2,11086,semifurnished,2,8
Adyar,1080,11000000,2,10815,semifurnished,1,4
Adyar,1000,12000000,2,12000,unfurnished,2,0
Adyar,2025,36500000,3,18024,semifurnished,3,5
Adyar,1500,18700000,3,12500,semifurnished,3,2
Adyar,1851,36500000,3,19719,unfurnished,3,2
Adyar,1652,26100000,3,15859,unfurnished,3,1
Adyar,1500,2800000,1,1866,semifurnished,1,12
Adyar,490,4000000,1,8163,unfurnished,1,2
Adyar,975,7500000,2,7692,unfurnished,2,6
Adyar,684,8000000,2,11695,unfurnished,1,3
Adyar,1550,19300000,2,12500,unfurnished,2,8
Adyar,780,8000000,2,10256,unfurnished,2,2
Adyar,1010,10000000,2,9900,semifurnished,2,4
Adyar,996,13900000,2,14000,furnished,2,11
Adyar,1450,13500000,2,9310,unfurnished,2,6
Adyar,942,16700000,2,17728,unfurnished,2,3
Adyar,1070,9800000,2,9158,semifurnished,2,13
Adyar,570,4200000,2,7368,unfurnished,1,5
Adyar,1325,18500000,2,13962,furnished,2,1
Adyar,1872,29600000,3,15811,semifurnished,3,1
Adyar,1700,9000000,4,5294,unfurnished,2,3
Adyar,1698,15000000,3,8833,unfurnished,3,8
Adyar,1871,29700000,3,15873,semifurnished,3,4
Adyar,1764,25500000,3,14500,unfurnished,3,0
Adyar,1545,18500000,3,12000,unfurnished,3,2
Adyar,1548,24500000,3,15891,unfurnished,3,0
Adyar,1800,22500000,3,12500,semifurnished,3,9
Adyar,2380,34000000,4,14285,unfurnished,4,18
Adyar,850,14000000,2,16470,unfurnished,2,2
Adyar,1085,10000000,2,9216,semifurnished,2,4
Adyar,790,5500000,2,6962,unfurnished,2,7
Adyar,1106,16000000,3,14500,semifurnished,2,3
Adyar,570,4500000,2,7894,semifurnished,1,11
Adyar,1400,21000000,3,15000,semifurnished,3,4
Adyar,2416,31400000,4,13000,semifurnished,4,1
Adyar,1628,13300000,3,8169,unfurnished,3,0
Adyar,3200,62500000,5,19531,semifurnished,5,1
Adyar,1959,35300000,3,18062,unfurnished,3,0
Adyar,942,16700000,2,17750,unfurnished,2,0
Adyar,5025,67800000,9,13500,semifurnished,9,0
Adyar,2475,32600000,4,13175,unfurnished,4,0
Guindy,1450,13700000,3,9500,unfurnished,2,4
Velachery,1890,23100000,3,12250,unfurnished,3,0
Guindy,750,5500000,2,7333,semifurnished,2,9
Guindy,893,7456000,2,8350,semifurnished,2,3
Guindy,900,7500000,2,8333,semifurnished,2,5
Guindy,1200,8000000,2,6666,semifurnished,2,11
Guindy,785,6000000,2,7643,semifurnished,2,3
Guindy,630,6500000,2,10317,semifurnished,2,1
Guindy,2200,15000000,3,6818,unfurnished,3,6
Guindy,900,5500000,2,6111,semifurnished,2,12
Guindy,1500,8500000,3,5666,unfurnished,3,5
Guindy,1925,22500000,3,11688,unfurnished,3,0
Guindy,1400,9000000,3,6428,semifurnished,2,17
Guindy,1850,18000000,3,9729,furnished,3,8
Guindy,1230,10200000,3,8300,unfurnished,3,0
Guindy,5600,57500000,5,10267,unfurnished,5,1
Guindy,1309,8500000,3,6493,semifurnished,3,1
Guindy,893,7456000,2,8350,semifurnished,2,0
Guindy,2475,36600000,4,14787,semifurnished,4,0
Guindy,3750,43800000,5,11680,unfurnished,4,0
Guindy,1440,27300000,3,18958,unfurnished,2,0
Teynampet,2315,43500000,3,20000,unfurnished,3,0
Teynampet,4000,59000000,4,14750,semifurnished,3,1
Teynampet,1440,25000000,3,17361,unfurnished,3,0
Teynampet,864,11900000,2,13888,semifurnished,2,1
Teynampet,1760,19300000,3,10956,unfurnished,3,0
Teynampet,2015,28000000,3,13895,semifurnished,3,1
Teynampet,2527,46700000,4,18480,semifurnished,4,0
Teynampet,940,11900000,2,12750,unfurnished,2,0
Teynampet,2800,21000000,6,7500,semifurnished,4,1
Teynampet,3000,55000000,8,18333,semifurnished,8,1
Teynampet,5500,70000000,9,12727,unfurnished,11,1
Teynampet,720,5800000,2,8055,semifurnished,2,4
Teynampet,885,7327000,2,8280,unfurnished,2,0
Velachery,937,7027000,2,7500,unfurnished,2,0
Velachery,880,6100000,2,6931,semifurnished,2,1
Velachery,893,6889000,2,7714,unfurnished,2,0
Velachery,859,5583000,2,6500,semifurnished,2,2
Velachery,1190,9999000,2,8403,unfurnished,2,0
Velachery,915,5500000,2,6010,semifurnished,2,4
Velachery,1800,19900000,3,11111,unfurnished,3,1
Velachery,821,6362000,2,7750,unfurnished,2,2
Velachery,1035,11000000,2,10628,furnished,2,7
Velachery,705,5287000,2,7499,unfurnished,2,1
Velachery,2204,26400000,3,12000,unfurnished,3,5
Velachery,866,6495000,2,7500,unfurnished,1,1
Velachery,4600,39900000,8,8695,semifurnished,8,1
Velachery,603,2600000,1,4311,unfurnished,1,8
Velachery,944,6500000,2,6885,unfurnished,2,13
Velachery,1450,13700000,3,9500,unfurnished,3,0
Velachery,780,5850000,2,7500,unfurnished,2,1
Velachery,1215,9500000,2,7818,unfurnished,2,3
Velachery,655,4912000,2,7499,unfurnished,3,0
Velachery,1315,7300000,3,5551,semifurnished,3,9
Velachery,1100,7200000,2,6545,semifurnished,2,4
