area,square_ft,price,bedrooms,pricepersq_ft,status,bathrooms,age_of_property
Choolaimedu,910,4500000,2,4945,semifurnished,2,2
Choolaimedu,1025,9000000,2,8780,unfurnished,2,4
Choolaimedu,1136,11000000,3,9683,semifurnished,3,2
Choolaimedu,1242,9936000,3,8000,unfurnished,3,1
Choolaimedu,1650,8000000,4,4848,semifurnished,4,0
Kundrathur,840,4000000,2,4761,furnished,2,1
Kundrathur,499,2000000,1,4008,semifurnished,1,0
Kundrathur,510,1700000,1,3333,unfurnished,1,2
Kundrathur,1032,5000000,2,4844,unfurnished,2,0
Kundrathur,789,2840000,2,3600,unfurnished,2,12
Kundrathur,1168,3800000,2,3253,unfurnished,2,0
Kundrathur,715,1500000,2,2097,unfurnished,2,3
Kundrathur,796,3224000,2,4051,unfurnished,2,0
Kundrathur,939,4200000,2,4472,unfurnished,2,0
Kundrathur,921,3220000,2,3263,unfurnished,2,0
Kundrathur,1195,3900000,2,3496,unfurnished,2,0
Kundrathur,1260,7800000,3,6190,semifurnished,2,9
Kundrathur,1103,6000000,3,5439,unfurnished,3,2
Kundrathur,1230,4305000,3,3500,furnished,3,5
Kundrathur,738,3388000,2,4591,unfurnished,2,1
Tiruvottiyur,541,2529000,1,4675,unfurnished,1,1
Tiruvottiyur,862,5800000,2,6728,unfurnished,2,3
Tiruvottiyur,1166,3800000,1,3259,unfurnished,2,4
Tiruvottiyur,605,3775000,2,6239,unfurnished,2,5
Tiruvottiyur,807,4000000,2,4956,semifurnished,2,5
Tiruvottiyur,668,3300000,2,4940,semifurnished,2,6
Tiruvottiyur,1103,3000000,2,2719,unfurnished,1,4
Tiruvottiyur,400,5000000,1,12500,semifurnished,1,7
Tiruvottiyur,1620,7000000,3,4320,semifurnished,3,5
Tiruvottiyur,586,2725000,1,4651,unfurnished,1,1
Tiruvottiyur,745,3418000,2,4589,unfurnished,2,1
Tiruvottiyur,1725,15000000,1,8695,unfurnished,4,4
Tiruvottiyur,893,9376000,2,10500,unfurnished,2,8
Westmambalam,770,6545000,2,8500,semifurnished,2,0
Westmambalam,964,8700000,3,9024,semifurnished,3,2
Westmambalam,882,6800000,2,7709,semifurnished,2,1
Westmambalam,636,4500000,2,7075,semifurnished,1,3
Westmambalam,914,15000000,2,16411,unfurnished,2,2
Westmambalam,1025,8900000,3,8682,semifurnished,3,2
Westmambalam,340,3500000,1,10294,unfurnished,1,14
Westmambalam,1016,9500000,2,9350,unfurnished,2,2
Westmambalam,1643,11000000,3,6695,semifurnished,3,9
Westmambalam,900,6500000,2,7222,semifurnished,2,7
Westmambalam,530,4500000,1,8490,semifurnished,1,16
Westmambalam,609,5846000,1,9600,unfurnished,2,2
Tondiarpet,790,5800000,2,7341,semifurnished,2,6
Tondiarpet,1635,9808000,3,5999,unfurnished,3,0
Tondiarpet,1920,8000000,3,4166,unfurnished,4,2
Tondiarpet,593,5692000,1,9600,unfurnished,1,2
Tondiarpet,604,5798000,1,9600,unfurnished,2,2
Tondiarpet,1151,11000000,2,9600,unfurnished,2,1
Tondiarpet,970,7000000,2,7216,furnished,2,5
Tondiarpet,1330,7500000,2,5639,semifurnished,2,3
Tondiarpet,1675,9463000,3,5650,unfurnished,3,0
Tondiarpet,1160,6554000,2,5650,unfurnished,2,0
Tondiarpet,1640,9266000,3,5650,unfurnished,3,1
Tondiarpet,642,2800000,2,4361,semifurnished,2,3
Korattur,1200,5900000,2,4916,unfurnished,2,0
Korattur,1380,9000000,2,6521,semifurnished,2,4
Korattur,1321,7569000,2,5729,unfurnished,2,2
Korattur,1445,8090000,3,5598,unfurnished,3,1
Korattur,865,6490000,2,7502,semifurnished,2,3
Korattur,1085,8620000,2,7944,unfurnished,2,4
Korattur,380,350000,1,921,furnished,1,5
Korattur,1129,6900000,2,6111,unfurnished,2,0
Korattur,1100,6800000,3,6181,unfurnished,3,0
Korattur,1253,6139000,2,4900,unfurnished,2,2
Korattur,756,3780000,2,5000,unfurnished,2,0
Korattur,1336,9500000,3,7110,unfurnished,3,0
Korattur,2436,18200000,3,7471,unfurnished,3,4
Korattur,2392,16500000,3,6897,unfurnished,3,3
Korattur,625,3700000,2,5920,semifurnished,1,1
Perambur,1050,6500000,3,6190,furnished,2,8
Perambur,570,3600000,1,6315,semifurnished,1,2
Perambur,591,3581000,1,6060,unfurnished,2,2
Perambur,2021,18200000,3,9005,unfurnished,3,0
Perambur,994,6629000,2,6669,semifurnished,2,7
Perambur,924,6935000,2,7505,unfurnished,2,0
Perambur,2030,11000000,3,5418,semifurnished,3,1
Perambur,1180,7150000,3,6060,unfurnished,3,0
Perambur,657,5100000,2,7762,unfurnished,1,2
Perambur,850,5600000,2,6588,semifurnished,2,3
Perambur,956,5793000,2,6060,unfurnished,2,2
Perambur,1952,17500000,3,9000,unfurnished,3,0
Perambur,534,3000000,2,5617,semifurnished,1,1
Perambur,990,9500000,3,9595,unfurnished,2,2
Perambur,1243,8108000,2,6522,unfurnished,2,3
Pallikaranai,630,2850000,1,4523,semifurnished,1,1
Pallikaranai,775,4200000,2,5419,unfurnished,2,4
Pallikaranai,620,3500000,1,5645,unfurnished,1,0
Pallikaranai,920,5476000,2,5952,furnished,2,0
Pallikaranai,1600,9720000,3,6075,unfurnished,3,0
Pallikaranai,1036,4700000,2,4536,semifurnished,2,3
Pallikaranai,1146,6513000,3,5684,unfurnished,3,0
Pallikaranai,850,4900000,2,5764,unfurnished,2,0
Pallikaranai,1922,9225000,3,4800,unfurnished,3,3
Pallikaranai,1022,4599000,2,4500,furnished,2,0
Pallikaranai,1074,6658000,2,6199,unfurnished,2,0
Pallikaranai,1150,6325000,2,5500,unfurnished,2,0
Pallikaranai,610,2500000,1,4098,semifurnished,1,2
Pallikaranai,660,2800000,2,4242,unfurnished,1,1
Madipakkam,920,4875000,2,5299,unfurnished,2,2
Madipakkam,1287,7020000,3,5454,unfurnished,3,0
Madipakkam,900,7800000,1,8666,unfurnished,3,1
Madipakkam,1444,9500000,3,6578,unfurnished,3,3
Madipakkam,957,6220000,2,6500,unfurnished,2,0
Madipakkam,560,3565000,1,6366,unfurnished,1,0
Madipakkam,1506,12100000,3,8084,unfurnished,3,0
Madipakkam,621,3600000,1,5797,semifurnished,1,0
Madipakkam,3000,15000000,7,5000,unfurnished,7,2
Madipakkam,1600,10000000,3,6250,semifurnished,3,1
Madipakkam,858,4509000,2,5256,unfurnished,2,0
Madipakkam,1068,6461000,1,6049,unfurnished,1,0
Madipakkam,874,4500000,2,5148,semifurnished,2,3
Madipakkam,750,4000000,2,5333,semifurnished,2,4
Kolathur,920,5476000,2,5952,furnished,2,0
Kolathur,1565,8216000,2,5250,unfurnished,3,1
Kolathur,1400,9500000,3,6785,furnished,3,2
Kolathur,2300,12000000,3,5217,unfurnished,3,0
Kolathur,800,2900000,2,3625,semifurnished,2,6
Kolathur,1200,8300000,2,6916,semifurnished,2,10
Kolathur,1639,8604000,3,5250,unfurnished,2,13
Kolathur,1565,8216000,2,5250,unfurnished,2,1
Kolathur,381,1905000,1,5000,semifurnished,1,0
Kolathur,1200,6200000,3,5166,unfurnished,2,0
Kolathur,2000,12500000,4,6250,semifurnished,4,0
Kolathur,587,2700000,1,4599,unfurnished,1,5
Kolathur,1300,7500000,3,5769,unfurnished,3,0
Kolathur,960,5500000,2,5729,unfurnished,2,0
Kolathur,1050,5700000,2,5428,furnished,2,4
Kodungaiyur,1500,7300000,2,4866,unfurnished,2,7
Kodungaiyur,1015,6000000,2,5911,unfurnished,2,7
Kodungaiyur,1260,9500000,3,7539,semifurnished,3,8
Kodungaiyur,1600,10000000,3,6250,semifurnished,3,0
Kodungaiyur,1200,5700000,2,4750,unfurnished,2,6
Kodungaiyur,1650,7500000,3,4545,unfurnished,3,14
Kodungaiyur,800,5500000,1,6875,semifurnished,1,9
Kodungaiyur,600,3500000,2,5833,unfurnished,2,2
Kodungaiyur,887,4000000,2,4509,semifurnished,2,15
Kodungaiyur,1300,5400000,3,4153,semifurnished,3,7
Moolakadai,1480,8996000,3,6072,unfurnished,3,5
Moolakadai,1301,7899000,3,6072,unfurnished,3,4
Moolakadai,820,3799000,2,4634,furnished,2,8
Moolakadai,770,6448000,2,8375,unfurnished,2,5
Moolakadai,1056,6500000,2,6155,semifurnished,2,11
Moolakadai,936,7899000,3,8440,unfurnished,2,6
Moolakadai,889,7268000,2,8176,unfurnished,2,9
Moolakadai,1072,6209000,2,5792,unfurnished,2,3
Moolakadai,1101,8986000,3,8162,unfurnished,2,4
Moolakadai,786,6508000,2,8281,unfurnished,2,8
Ponneri,1200,2200000,2,1833,unfurnished,2,3
Ponneri,950,2900000,2,3052,unfurnished,2,2
Ponneri,1421,5328000,2,3750,unfurnished,2,5
Ponneri,600,1000000,1,1666,unfurnished,1,0
Ponneri,1214,4552000,2,3750,unfurnished,2,2
Ponneri,1787,6701000,3,3750,unfurnished,3,1
Ponneri,600,1300000,1,2166,unfurnished,2,4
Ponneri,485,2000000,1,4123,unfurnished,1,1
Ponneri,690,2518000,2,3650,furnished,1,9
Minjur,600,1530000,1,2550,unfurnished,1,2
Minjur,775,2900000,1,3741,unfurnished,2,2
Minjur,800,1200000,2,1500,unfurnished,2,0
Minjur,900,2800000,2,3111,unfurnished,2,2
Minjur,900,2500000,2,2777,unfurnished,2,1
Nemilicheri,954,4300000,2,4507,unfurnished,2,2
Nemilicheri,1250,1300000,1,1040,unfurnished,1,3
Nemilicheri,560,2600000,1,4642,unfurnished,1,2
Nemilicheri,500,2500000,2,5000,semifurnished,2,2
Nemilicheri,750,3099000,2,4133,semifurnished,2,6
Nemilicheri,550,2799000,2,5090,semifurnished,2,0
Nemilicheri,650,2800000,2,4307,semifurnished,1,1
Nemilicheri,720,3250000,2,4513,unfurnished,2,2
Nemilicheri,1090,4500000,2,4128,semifurnished,2,2
Nemilicheri,700,3000000,3,4285,semifurnished,3,1
Nemilicheri,815,2600000,2,3190,semifurnished,2,2
Nemilicheri,1200,4500000,3,3750,unfurnished,2,0
Nemilicheri,600,3000000,2,5000,semifurnished,2,0
Thiruneermalai,1300,6000000,3,4511,semifurnished,3,7
Thiruneermalai,1044,5500000,2,5268,furnished,2,4
Thiruneermalai,780,3042000,1,3900,unfurnished,2,3
Thiruneermalai,1330,5999000,3,4511,semifurnished,3,8
Thiruneermalai,770,3000000,2,3896,unfurnished,2,2
Thiruneermalai,938,4000000,2,4264,unfurnished,2,4
Thiruneermalai,615,2828000,2,4599,unfurnished,1,3
Thiruneermalai,1368,5600000,3,4093,semifurnished,3,1
Kandigai,994,3650000,2,3672,unfurnished,3,0
Kandigai,900,3030000,3,3367,unfurnished,3,2
Kandigai,600,1920000,1,3200,unfurnished,1,7
Kandigai,700,2500000,2,3571,unfurnished,2,3
Kandigai,1200,4500000,3,3750,semifurnished,3,2
Kandigai,800,2630000,2,3287,unfurnished,2,0
Kandigai,800,2270000,1,2837,unfurnished,1,2
Thirumudivakkam,975,4000000,2,4102,semifurnished,2,9
Thirumudivakkam,2385,12900000,4,5409,unfurnished,4,2
Thirumudivakkam,2335,13400000,4,5739,unfurnished,2,2
Thirumudivakkam,1866,12800000,3,6913,unfurnished,3,1
Thirumudivakkam,1951,10900000,3,5638,unfurnished,3,2
Thirumudivakkam,700,2100000,2,3000,semifurnished,1,5
Thirumudivakkam,1329,5309000,2,3995,unfurnished,3,5
Thirumudivakkam,1665,8000000,3,4805,unfurnished,3,2
Thirumudivakkam,700,2100000,2,3000,unfurnished,1,5
Thirumudivakkam,1665,9312000,3,5593,unfurnished,3,2
Thirumudivakkam,1580,9800000,3,6203,unfurnished,2,1
Villivakkam,1398,7200000,3,5150,semifurnished,3,10
Villivakkam,965,7300000,2,7564,semifurnished,2,2
Villivakkam,700,4200000,2,6000,semifurnished,1,11
Villivakkam,644,4000000,2,6211,furnished,2,5
Villivakkam,1252,7512000,3,6000,unfurnished,2,0
Villivakkam,839,4000000,2,4767,furnished,2,8
Villivakkam,871,5700000,2,6544,unfurnished,2,6
Villivakkam,2360,23000000,3,9745,semifurnished,3,6
Villivakkam,800,4200000,2,5250,semifurnished,2,7
Villivakkam,1269,7614000,3,6000,unfurnished,3,0
Villivakkam,1002,6012000,3,6000,unfurnished,3,2
Villivakkam,786,6500000,2,8269,furnished,2,9
Villivakkam,580,3500000,2,6034,unfurnished,2,11
Villivakkam,1800,12000000,5,6666,semifurnished,5,12
Villivakkam,1350,5000000,3,3703,furnished,3,7
Villivakkam,715,5000000,2,6993,semifurnished,2,5
Villivakkam,1200,8000000,3,6666,unfurnished,3,8
Villivakkam,742,8000000,3,10781,semifurnished,2,3
Villivakkam,1200,8000000,3,6666,unfurnished,2,2
Vyasarpadi,700,4000000,2,5714,unfurnished,2,3
Vyasarpadi,1326,11900000,3,9049,unfurnished,3,18
Vyasarpadi,530,3300000,1,6226,unfurnished,1,2
Vyasarpadi,1300,7000000,1,5384,semifurnished,2,4
Vyasarpadi,500,3700000,1,7400,semifurnished,1,3
Vyasarpadi,1800,11000000,1,6111,furnished,2,3
Vyasarpadi,860,5900000,2,6860,semifurnished,2,3
Vyasarpadi,1062,5600000,3,5273,unfurnished,4,2
Vyasarpadi,1050,5600000,3,5333,unfurnished,4,5
Vyasarpadi,590,4700000,2,7966,unfurnished,3,6
Vyasarpadi,1500,5500000,1,3666,semifurnished,1,3
Vyasarpadi,750,5000000,2,6666,semifurnished,2,2
Varadharajapuram,950,3300000,2,3473,unfurnished,2,5
Varadharajapuram,1100,5200000,3,4727,semifurnished,3,2
Varadharajapuram,1000,4414000,2,4414,unfurnished,2,5
Varadharajapuram,1200,3554000,2,2962,unfurnished,3,4
Varadharajapuram,1050,4800000,3,4571,semifurnished,3,1
Varadharajapuram,800,3324000,2,4156,unfurnished,2,5
Varadharajapuram,750,3400000,1,4533,unfurnished,1,3
Varadharajapuram,950,6500000,2,6842,unfurnished,2,5
Kanathur,5037,28400000,4,5650,unfurnished,4,3
Kanathur,3500,16000000,4,4571,furnished,3,7
Kanathur,4000,30000000,3,7500,unfurnished,3,5
Kanathur,1800,6735000,4,3741,unfurnished,4,2
Kanathur,3600,30000000,5,8333,furnished,5,6
Manalinewtown,800,2000000,2,2500,unfurnished,2,0
Manalinewtown,740,2800000,2,3783,unfurnished,2,2
Manalinewtown,700,2200000,1,3142,furnished,2,2
Manalinewtown,520,2300000,1,4423,semifurnished,2,2
Manalinewtown,850,4500000,2,5294,unfurnished,3,7
Manalinewtown,840,3000000,2,3571,unfurnished,2,3
Manalinewtown,436,1700000,1,3899,furnished,2,6
Manalinewtown,660,3200000,2,4848,unfurnished,2,5
Manalinewtown,580,2900000,2,5000,semifurnished,2,2
Manalinewtown,800,3100000,2,3875,unfurnished,2,0
Kanathur,1500,5535000,3,3690,unfurnished,3,3
Ponniammanmedu,521,3126000,2,6000,unfurnished,2,1
Ponniammanmedu,2000,12500000,2,6250,unfurnished,4,8
Ponniammanmedu,840,6500000,2,7738,furnished,2,4
Ponniammanmedu,880,6600000,2,7500,furnished,2,5
Ponniammanmedu,1050,8800000,4,8380,unfurnished,3,6
Ponniammanmedu,1600,7500000,5,4687,unfurnished,4,11
Ponniammanmedu,2300,10900000,5,4739,furnished,3,5
Ponniammanmedu,850,6500000,2,7647,furnished,2,3
Ponniammanmedu,600,4200000,1,7000,semifurnished,2,3
Ponniammanmedu,1550,7900000,4,5096,semifurnished,4,5
Ponniammanmedu,700,4000000,1,5714,furnished,2,7
Ponniammanmedu,1400,6900000,4,4928,furnished,2,5
Pozhichalur,2136,12000000,4,5617,unfurnished,4,4
Pozhichalur,1300,5800000,3,4461,unfurnished,3,3
Pozhichalur,1500,6200000,2,4133,semifurnished,2,4
Pozhichalur,1040,3900000,2,3750,furnished,2,4
Pozhichalur,974,4500000,2,4620,unfurnished,2,2
Pozhichalur,500,2050000,1,4100,unfurnished,1,0
Pozhichalur,3400,8500000,5,2500,unfurnished,5,3
Pozhichalur,852,3322000,2,3900,unfurnished,2,2
Pozhichalur,700,2730000,2,3900,unfurnished,2,3
Pozhichalur,2300,6000000,3,2608,semifurnished,3,12
Pozhichalur,1100,6000000,3,5454,unfurnished,2,4
Pozhichalur,591,3500000,2,5922,unfurnished,2,2
Pozhichalur,786,3065000,2,3900,unfurnished,2,2
Pozhichalur,1208,7600000,3,6291,unfurnished,2,2
Ramavaram,1199,6800000,2,5671,semifurnished,3,2
Ramavaram,1222,6800000,2,5564,unfurnished,2,2
Ramavaram,820,1975000,2,2408,semifurnished,2,1
Ramavaram,1250,6000000,3,4800,unfurnished,3,2
Ramavaram,1000,10000000,4,10000,unfurnished,4,2
Ramavaram,850,4845000,2,5700,semifurnished,2,2
Ramavaram,1400,8600000,3,6142,semifurnished,3,2
Ramavaram,1200,12500000,3,10416,unfurnished,3,2
Ramavaram,1200,3440000,2,2866,unfurnished,3,0
Pattabiram,785,3340000,2,4254,unfurnished,2,0
Pattabiram,767,3268000,2,4620,unfurnished,2,1
Pattabiram,600,3190000,2,5316,unfurnished,1,2
Pattabiram,798,450000,2,563,unfurnished,2,0
Pattabiram,642,2768000,2,4311,unfurnished,2,0
Pattabiram,712,3479000,2,4886,unfurnished,1,1
Pattabiram,630,4000000,2,6349,unfurnished,2,3
Pattabiram,1050,3200000,2,3047,unfurnished,2,2
Pattabiram,1107,4400000,2,3947,semifurnished,2,2
Pattabiram,1280,5200000,2,4062,unfurnished,3,4
Pattabiram,1200,4900000,2,4083,unfurnished,2,1
Pattabiram,1612,9900000,3,6141,unfurnished,3,0
Rajakilpakkam,882,4300000,2,4875,unfurnished,2,2
Rajakilpakkam,868,5200000,2,5990,semifurnished,2,3
Rajakilpakkam,859,3000000,2,3492,unfurnished,2,5
Rajakilpakkam,1222,6476000,3,5300,unfurnished,3,13
Rajakilpakkam,1224,6854000,3,5600,semifurnished,3,0
Rajakilpakkam,1080,5725000,2,5300,unfurnished,2,1
Rajakilpakkam,1100,5500000,3,5000,unfurnished,3,0
Rajakilpakkam,1001,5549000,2,5544,semifurnished,2,2
Rajakilpakkam,962,5650000,2,5873,semifurnished,2,1
Rajakilpakkam,975,3206000,2,3288,semifurnished,2,6
Rajakilpakkam,642,4222000,1,6576,unfurnished,2,0
Rajakilpakkam,1492,9200000,3,6166,unfurnished,3,4
Rajakilpakkam,748,4060000,2,5427,unfurnished,2,1
Rajakilpakkam,1550,9700000,3,6258,unfurnished,3,0
Rajakilpakkam,848,4700000,2,5542,semifurnished,2,0
Rajakilpakkam,1166,6529000,3,5600,semifurnished,3,3
Rajakilpakkam,1000,5300000,2,5300,unfurnished,2,0
Rajakilpakkam,815,3897000,2,4781,unfurnished,2,0
Rajakilpakkam,995,5500000,2,5527,semifurnished,2,3
Rajakilpakkam,962,5900000,2,6133,unfurnished,2,0
Rajakilpakkam,750,4000000,2,5333,unfurnished,2,1
Rajakilpakkam,1173,6568000,3,5600,unfurnished,3,0
Rajakilpakkam,1456,9300000,3,6387,unfurnished,3,0
Rajakilpakkam,825,4600000,2,5575,semifurnished,2,0
Rajakilpakkam,1142,5481000,3,4799,unfurnished,3,0
Rajakilpakkam,900,4320000,2,4800,unfurnished,2,3
Rajakilpakkam,1021,5717000,2,5600,semifurnished,2,1
Rajakilpakkam,849,4800000,2,5653,semifurnished,2,3
Rajakilpakkam,1090,5995000,2,5500,unfurnished,2,0
Rajakilpakkam,1142,5481000,2,4799,unfurnished,2,3
Rajakilpakkam,1604,6409000,3,3996,unfurnished,3,0
Perumbakkam,1535,5841000,3,3805,unfurnished,3,1
Perumbakkam,930,4185000,2,4500,unfurnished,2,0
Perumbakkam,949,4700000,2,4952,semifurnished,2,3
Perumbakkam,1800,11500000,3,6389,unfurnished,3,1
Perumbakkam,1107,5800000,2,5239,semifurnished,2,2
Perumbakkam,1238,6400000,3,5169,unfurnished,3,0
Perumbakkam,885,3300000,1,3728,unfurnished,1,0
Perumbakkam,920,2810000,2,3054,semifurnished,2,7
Perumbakkam,967,4400000,2,4550,semifurnished,2,5
Perumbakkam,1873,8000000,3,4271,semifurnished,3,4
Perumbakkam,2280,11300000,3,5750,unfurnished,4,0
Perumbakkam,1410,7500000,3,5319,unfurnished,3,4
Perumbakkam,980,5700000,2,5816,unfurnished,2,1
Perumbakkam,885,3560000,2,4022,semifurnished,2,0
Perumbakkam,1328,8630000,3,6498,semifurnished,3,0
Perumbakkam,883,3429000,2,3884,semifurnished,1,1
Perumbakkam,2325,9760000,4,4198,unfurnished,4,0
Perumbakkam,1200,5600000,2,4666,unfurnished,3,0
Perumbakkam,1204,5499000,3,4568,semifurnished,3,8
Perumbakkam,1600,9100000,3,5687,unfurnished,3,0
Perumbakkam,1546,8600000,3,5562,semifurnished,3,3
Perumbakkam,1205,5400000,3,4481,unfurnished,3,4
Perumbakkam,1443,6203000,3,4299,unfurnished,2,8
Perumbakkam,1768,9000000,4,5090,semifurnished,3,5
Perumbakkam,746,3148000,2,4220,semifurnished,2,0
Perumbakkam,550,2337000,1,4250,semifurnished,1,0
Perumbakkam,640,3700000,1,5781,semifurnished,1,3
Perumbakkam,451,2044000,1,4532,semifurnished,1,0
Perumbakkam,650,3800000,1,5846,semifurnished,1,8
Perumbakkam,650,3350000,1,5153,unfurnished,2,8
Perumbakkam,350,1850000,1,5285,unfurnished,1,0
Perumbakkam,500,1800000,1,3600,unfurnished,2,16
Perumbakkam,520,2600000,1,5000,unfurnished,1,2
Perumbakkam,624,3100000,1,4967,semifurnished,1,3
Selaiyur,700,3400000,2,4250,unfurnished,2,5
Selaiyur,1830,8599000,3,4699,unfurnished,3,1
Selaiyur,900,4000000,1,4850,unfurnished,1,0
Selaiyur,630,3104000,1,4850,unfurnished,1,13
Selaiyur,1330,12000000,4,5540,furnished,4,0
Selaiyur,650,2300000,2,3538,unfurnished,2,2
Selaiyur,1071,4200000,2,3925,unfurnished,1,0
Selaiyur,954,5000000,2,5241,unfurnished,2,1
Selaiyur,780,3335000,2,3803,unfurnished,2,1
Selaiyur,8000,6891000,2,6918,unfurnished,2,0
Selaiyur,925,7400000,3,4848,unfurnished,3,0
Selaiyur,4695,3699000,2,4695,unfurnished,2,0
Selaiyur,1150,7900000,3,5563,unfurnished,0,0
Selaiyur,860,3500000,2,4069,semifurnished,2,0
Selaiyur,450,2300000,1,5111,semifurnished,1,2
Selaiyur,850,3480000,2,4094,semifurnished,2,0
Selaiyur,1750,8500000,3,4857,semifurnished,3,1
Selaiyur,995,5500000,2,5527,unfurnished,2,3
Selaiyur,871,4572000,2,5250,unfurnished,2,0
Selaiyur,910,3490000,2,3835,furnished,2,1
Selaiyur,1845,7200000,3,3902,unfurnished,2,3
Selaiyur,603,6500000,2,10779,unfurnished,1,2
Selaiyur,1363,5900000,3,4328,semifurnished,3,0
Selaiyur,1723,8000000,3,4643,furnished,3,2
Selaiyur,880,7150000,2,8125,unfurnished,2,1
Selaiyur,788,3699000,2,4695,unfurnished,2,0
Selaiyur,921,4500000,2,4885,unfurnished,2,0
Selaiyur,954,5000000,2,5241,furnished,2,0
Selaiyur,806,3850000,2,4776,unfurnished,2,1
Selaiyur,960,4000000,2,4166,semifurnished,2,1
Selaiyur,1845,7200000,3,3902,unfurnished,3,0
Selaiyur,610,6500000,2,10665,unfurnished,1,6
Selaiyur,2750,17900000,3,6545,furnished,2,0
Selaiyur,894,4693000,2,5250,unfurnished,2,0
Selaiyur,1580,7700000,3,4873,semifurnished,3,1
Selaiyur,2200,9499000,4,4318,semifurnished,3,2
Selaiyur,1050,6752000,2,6431,unfurnished,2,1
Selaiyur,828,3599000,2,4347,unfurnished,2,2
Selaiyur,1334,5500000,3,4122,unfurnished,3,0
Selaiyur,780,5300000,2,6794,semifurnished,2,1
Selaiyur,738,3600000,2,4878,unfurnished,2,0
Selaiyur,564,3299000,1,5851,unfurnished,1,5
Selaiyur,609,6500000,2,10673,furnished,1,2
Selaiyur,955,4725000,2,4947,unfurnished,2,0
Selaiyur,1621,7300000,3,4503,semifurnished,3,1
Selaiyur,1230,6100000,3,4959,unfurnished,3,1
Selaiyur,1250,8500000,3,6800,unfurnished,3,0
Selaiyur,998,4499000,2,4499,unfurnished,2,2
Selaiyur,1200,5200000,3,4333,unfurnished,2,0
Selaiyur,1290,5100000,2,3953,furnished,2,1
Selaiyur,975,4485000,2,4460,semifurnished,2,15
Selaiyur,1500,6500000,3,4333,unfurnished,3,0
Selaiyur,898,7400000,2,8240,semifurnished,2,1
Selaiyur,1050,6500000,2,6190,unfurnished,2,0
Selaiyur,1200,4900000,2,4083,unfurnished,2,1
Selaiyur,852,4200000,2,4929,unfurnished,2,2
Selaiyur,1181,9000000,2,7620,furnished,1,2
Selaiyur,1068,4500000,3,4213,unfurnished,3,0
Selaiyur,1315,6500000,3,4942,unfurnished,3,0
Selaiyur,605,6500000,2,10743,furnished,1,1
Selaiyur,876,3200000,2,3652,unfurnished,2,2
Selaiyur,900,4000000,2,4444,unfurnished,2,0
Selaiyur,924,8700000,3,9415,semifurnished,3,0
Selaiyur,1620,7999000,3,4935,unfurnished,2,0
Selaiyur,1308,9600000,3,7399,furnished,3,4
Selaiyur,1620,6000000,3,3704,unfurnished,2,0
Selaiyur,1850,10600000,3,5729,furnished,3,2
Selaiyur,690,4000000,2,5797,semifurnished,2,0
Selaiyur,1405,10500000,3,7544,unfurnished,3,0
Selaiyur,998,4491000,2,4500,unfurnished,2,5
Selaiyur,900,7189000,2,7987,semifurnished,2,0
Selaiyur,954,4000000,2,4192,unfurnished,2,0
Selaiyur,790,6571000,2,8317,unfurnished,2,0
Selaiyur,806,3909000,2,4850,furnished,2,9
Selaiyur,1020,5000000,3,4901,unfurnished,3,0
Selaiyur,1678,8500000,3,5065,furnished,3,8
Selaiyur,603,6500000,2,10779,unfurnished,1,0
Selaiyur,876,3240000,2,3698,unfurnished,2,3
Selaiyur,1094,8417000,2,7693,semifurnished,2,3
Selaiyur,898,7400000,2,8240,unfurnished,2,0
Selaiyur,2166,12000000,4,5540,semifurnished,4,0
Selaiyur,892,4500000,2,5044,semifurnished,2,3
Selaiyur,900,4000000,2,4444,unfurnished,2,8
Selaiyur,2400,15000000,2,6250,unfurnished,4,0
Selaiyur,953,7500000,2,7869,furnished,2,0
Selaiyur,1900,9600000,3,5052,unfurnished,3,0
Selaiyur,1280,7800000,3,6093,unfurnished,3,1
Selaiyur,909,7064000,2,7771,furnished,2,4
Selaiyur,788,3699000,2,4695,unfurnished,2,1
Selaiyur,806,3909000,2,4850,unfurnished,2,0
Selaiyur,1220,6800000,3,5573,semifurnished,2,5
Selaiyur,490,2450000,1,5000,unfurnished,2,0
Selaiyur,996,8700000,3,8743,furnished,3,1
Selaiyur,1100,5500000,2,5000,unfurnished,2,0
Selaiyur,844,4000000,2,4739,unfurnished,2,6
Selaiyur,492,2400000,1,4878,unfurnished,2,1
Selaiyur,990,4550000,2,4595,unfurnished,2,3
Selaiyur,918,4400000,2,4793,unfurnished,2,1
Selaiyur,921,5400000,2,5863,semifurnished,2,1
Selaiyur,856,4400000,2,5146,unfurnished,2,1
Selaiyur,940,4700000,2,5000,semifurnished,2,7
Sembakkam,872,4185000,2,4800,unfurnished,2,0
Sembakkam,1385,11500000,3,8303,unfurnished,3,0
Sembakkam,1390,5500000,3,3956,unfurnished,2,5
Sembakkam,960,5250000,2,5468,unfurnished,2,0
Sembakkam,805,3622000,2,4500,unfurnished,2,2
Sembakkam,935,4000000,2,4278,unfurnished,2,4
Sembakkam,1000,5300000,2,5300,semifurnished,2,1
Sembakkam,850,2999000,2,3528,semifurnished,2,8
Sembakkam,920,5704000,2,6200,semifurnished,2,6
Sembakkam,1254,6800000,3,5422,unfurnished,3,1
Sembakkam,622,2799000,1,4501,furnished,1,3
Sembakkam,1000,5550000,2,5550,unfurnished,2,1
Sembakkam,1175,5799000,3,4936,unfurnished,3,0
